■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202301~202306   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2023년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
363,구봉서의 벼락부자,,2000,0,7134000,1,3534,1,1,한국,한국,
363,터치 바이 터치,2015-04-30,1000,0,201000,1,41,1,1,한국,한국,나이스플레이(주)
363,타임 패러독스,2015-01-07,1000,0,668350408,1,85555,1,1,호주,호주,(유)조이앤시네마
363,해적 디스코왕 되다,2002-06-05,1000,0,1000,1,1,1,1,한국,한국,A라인
363,"제니, 주노",2005-02-18,1000,0,1283848500,1,216517,1,1,한국,한국,쇼이스트(주)
363,댄서의 순정,2005-04-28,1000,0,11674139000,1,1856762,1,1,한국,한국,쇼이스트(주)
363,젖은 속옷 내린 유부녀,2023-02-14,6000,0,6000,1,1,1,1,일본,일본,에스팀
363,아버님이 맛본 며느리 무삭제판,2023-02-14,6000,0,6000,1,1,1,1,일본,일본,에스팀
363,아버님을 세운 며느라기 무삭제판,2023-02-14,6000,0,6000,1,1,1,1,일본,일본,에스팀
363,남사친과유부녀의정사,2023-02-03,1000,0,1000,1,1,1,1,한국,한국,에이원 미디어
363,MZ세대 돌려먹는 친구오빠,2023-02-01,1000,0,1000,1,1,1,1,한국,한국,주식회사 루믹스미디어
363,가슴 큰 건물주 재희,2023-02-02,6000,0,6000,1,1,1,1,한국,한국,케이엘 픽쳐스
363,여동생의 성감대,2023-02-15,6000,0,6000,1,1,1,1,한국,한국,주식회사 바나나픽쳐스
363,탐욕의 장모,2023-02-15,1000,0,1000,1,1,1,1,일본,일본,(주)픽쳐레스크
363,흠뻑 젖은 과외쌤:터져나온 속살,2023-02-03,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,옆집여자:죽이는 엉덩이,2023-02-03,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,발정난 새엄마 한 번으론 모자라,2023-02-03,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,허락한 며느리:단단한게 필요해,2023-02-06,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,제수씨의 활짝 벌린 가랑이,2023-02-08,6000,0,6000,1,1,1,1,일본,일본,(주)코빈커뮤니케이션즈
363,음탕한 처형의 젖은 속살,2023-02-08,6000,0,6000,1,1,1,1,일본,일본,(주)코빈커뮤니케이션즈
363,섹스 디자이너 레이코,2023-02-03,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,욕정터진 새엄마:마지막 한 방울까지,2023-02-06,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,부장님 몸수발 하는 내 아내,2023-02-06,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,대박나는 마사지샵의 영업비밀2,2023-02-08,1000,0,1000,1,1,1,1,한국,한국,주식회사 루믹스미디어
363,소녀탈출 무삭제판,2023-02-10,1000,0,1000,1,1,1,1,한국,한국,엔트리커뮤니케이션즈
363,펜트하우스 쇼걸 무삭제판,2023-02-10,1000,0,1000,1,1,1,1,한국,한국,엔트리커뮤니케이션즈
363,슬기로운부부의성생활,2023-02-28,1000,0,1000,1,1,1,1,한국,한국,스마일컨텐츠
363,남편이 보고 있어요 : 젖은 하루,2023-02-24,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,수컷 냄새 나요 : 잔뜩 쌓였어,2023-02-24,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,시아버지 소원 들어드릴게요,2023-02-24,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,부장님이 보고 있어요 : 안에만 하지마,2023-02-24,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,최면술사 : 몸이 뜨거워요,2023-02-27,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,여대생 루루의 대물탐구,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,다 받아주는 새엄마 마지막 한 방울까지,2023-02-18,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,길들여진 여사원 푹 젖은 아랫도리,2023-02-18,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,씨 없는 남편 : 대신 낳아주세요,2023-02-27,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,민감해 반응 잘하는 착한 며느리,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,무토 아야카의 섹스일기,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,야한 며느리:꼴리는 핫바디,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,하타노 유이의 섹스타임,2023-02-18,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,폭유 카나의 3인 3섹,2023-02-18,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,반응 잘하는 며느리의 섹스기록,2023-02-18,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,섹시도우미:망사팬티 사이 듬뿍듬뿍,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,(주)영진크리에이티브
363,스스로 벌리는 친구 엄마,2023-02-21,6000,0,6000,1,1,1,1,일본,일본,(주)코빈커뮤니케이션즈
363,부하 몰래 삽입한 그의 아내,2023-02-21,6000,0,6000,1,1,1,1,일본,일본,(주)코빈커뮤니케이션즈
363,교환부부의 세계2 그들만의 은밀한 테크닉,2023-02-22,1000,0,1000,1,1,1,1,한국,한국,주식회사 루믹스미디어
363,지퍼스 크리퍼스: 리본,2023-02-22,6000,0,6000,1,1,1,1,영국,영국,(주)누리픽쳐스
363,극장판 카케구루이,2023-01-16,7000,0,1892694,1,268,1,1,일본,일본,(주)미디어캐슬
363,2대1 변태 단골손님,2023-02-26,6000,0,6000,1,1,1,1,한국,한국,(주)영화사가을
363,두 남자에게 당하는 예쁜 유부녀,2023-02-05,6000,0,6000,1,1,1,1,일본,일본,(주)영화사 사계절
363,다른 남자에게 길들여진 아내,2023-02-11,6000,0,6000,1,1,1,1,일본,일본,(주)영화사 사계절
363,젖어오는 미망인,2023-02-02,6000,0,6000,1,1,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
363,젖은 피부가 흔들리는 욕실,2023-02-09,6000,0,6000,1,1,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
363,큰 물건에 잠 못 드는 밤,2023-02-10,6000,0,6000,1,1,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
363,강제섹스 : 오늘 밤도 그놈을 기다리는 여자,2023-02-27,6000,0,6000,1,1,1,1,일본,일본,(주)영화사 사계절
363,밀애 : 깊숙이 넣어달라는 친구여친,2023-02-19,6000,0,6000,1,1,1,1,일본,일본,(주)영화사 사계절
363,모든 것을 알려주는 사람,2023-02-17,6000,0,6000,1,1,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
363,흔들리는 부부들,2023-02-23,6000,0,6000,1,1,1,1,일본,일본,(주)씨맥스커뮤니케이션즈
432,실종,2022-06-15,0,0,105365000,0,11451,1,1,일본,일본,(주)디스테이션
432,난장이가 쏘아올린 작은 공,1981-10-17,0,0,1572000,0,717,1,4,한국,한국,
432,꼬방동네 사람들,1982-07-17,0,0,5252000,0,537,1,2,한국,한국,
432,동주,2016-02-17,0,0,8920845903,0,1176994,1,1,한국,한국,플러스엠 엔터테인먼트
432,서울의 지붕 밑,,0,0,6772000,0,3420,1,2,한국,한국,
합계,,,69050497975,,1165761836357,6421295,128420078,17631,444066,,,
,,,,,,,,,,,,
● 2023년 01월,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
1,아바타: 물의 길,2022-12-14,41966800908,0.338,132263640110,3092106,10405255,2047,104099,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2,더 퍼스트 슬램덩크,2023-01-04,20566831665,0.166,20624609665,1989173,1994808,1060,76550,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
3,영웅,2022-12-21,15861561131,0.128,30395786454,1589884,3077563,1099,69526,한국,한국,(주)씨제이이엔엠
4,교섭,2023-01-18,15182933689,0.122,15182933689,1489069,1489069,1289,66089,한국,한국,플러스엠 엔터테인먼트
5,장화신은 고양이: 끝내주는 모험,2023-01-04,7152855087,0.058,7209172087,755180,760958,924,37878,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
6,유령,2023-01-18,5668333088,0.046,5668333088,552954,552954,1099,35038,한국,한국,(주)씨제이이엔엠
7,스위치,2023-01-04,3762547512,0.03,3983136396,395818,418966,912,36695,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
8,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,3724501362,0.03,10474658164,352523,1014920,402,17027,일본,일본,"(주)바이포엠스튜디오,홀리가든"
9,상견니,2023-01-25,1672968868,0.013,1672968868,170712,170712,699,14523,대만,대만,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)"
10,메간,2023-01-25,1445365945,0.012,1445365945,142570,142570,704,11687,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
11,올빼미,2022-11-23,1074115087,0.009,32843182637,104086,3326853,448,6837,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
12,캐리와 슈퍼콜라,2023-01-18,839279628,0.007,843272628,89190,89485,474,5185,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
13,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,703942195,0.006,4121261271,74542,431325,491,4286,한국,한국,(주)씨제이이엔엠
14,젠틀맨,2022-12-28,646956848,0.005,2068041503,67249,219807,715,6754,한국,한국,플러스엠 엔터테인먼트
15,라일 라일 크로커다일,2023-01-18,487403840,0.004,487403840,52627,52627,384,4991,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
16,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,205605172,0.002,1299460791,23041,141064,338,1894,기타,기타,메가박스중앙(주)
17,3000년의 기다림,2023-01-04,216154819,0.002,227496819,22904,23672,176,2405,호주,호주,(주)디스테이션
18,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,207114700,0.002,1947547100,22826,216170,115,1258,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
19,프린스 챠밍,2023-01-11,136721800,0.001,137603800,16858,16984,181,1587,미국,"미국,영국,캐나다",와이드 릴리즈(주)
20,천룡팔부: 교봉전,2023-01-25,153012667,0.001,153012667,16412,16412,300,2751,홍콩,홍콩,(주)팝엔터테인먼트
21,돌핀보이,2023-01-25,134959700,0.001,134959700,14837,14837,177,1416,독일,독일,와이드 릴리즈(주)
22,몬스터 신부: 101번째 프로포즈,2022-12-28,106924100,0.001,297409100,12342,33380,211,1162,헝가리,"헝가리,러시아",와이드 릴리즈(주)
23,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,2022-12-21,81888297,0.001,462613418,9045,49819,124,644,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
24,극장판 파워레인저 캡틴포스: 지구를 위한 싸움,2023-01-19,79884880,0.001,79884880,8379,8379,147,1040,일본,일본,트윈플러스파트너스(주)
25,시간을 꿈꾸는 소녀,2023-01-11,68113694,0.001,68113694,8372,8372,77,804,한국,한국,"(주)하이하버픽쳐스,(주)영화사 진진"
26,문맨,2023-01-11,58667108,0,58667108,7499,7499,134,881,중국,중국,(주)스튜디오디에이치엘
27,웃는남자 감독판,2019-11-29,145395500,0.001,317868500,7270,20368,8,79,한국,한국,(주)디지컴코리아엠앤엠
28,엄마의 땅: 그리샤와 숲의 주인,2023-01-25,58371591,0,59003591,6239,6319,121,659,한국,한국,(주)더쿱디스트리뷰션
29,페르시아어 수업,2022-12-15,53054686,0,151859279,5759,16306,21,454,러시아,러시아,(주)영화사 진진
30,탄생,2022-11-30,51608496,0,3079570937,5187,341125,53,322,한국,한국,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트"
31,유랑의 달,2023-01-18,51766393,0,51766393,5119,5119,45,701,일본,일본,"(주)영화특별시에스엠씨,주식회사 왓챠"
32,에브리씽 에브리웨어 올 앳 원스,2022-10-12,48823500,0,3836050270,5099,361147,10,312,미국,미국,워터홀컴퍼니(주)
33,메모리아,2022-12-29,46884646,0,70658639,4829,7369,36,632,기타,기타,찬란
34,마리앙투아네트,2023-01-02,96237000,0.001,96237000,4812,4812,8,77,한국,한국,씨제이 씨지브이(CJ CGV)(주)
35,뮤지컬 레드북,2023-01-25,89713500,0.001,89713500,4486,4486,35,243,한국,한국,씨제이 씨지브이(CJ CGV)(주)
36,본즈 앤 올,2022-11-30,46304599,0,655332547,4130,62311,21,319,미국,미국,워너브러더스 코리아(주)
37,해시태그 시그네,2023-01-11,40927853,0,43915853,3971,4303,59,653,노르웨이,노르웨이,판씨네마(주)
38,라인,2023-01-25,30322300,0,30549300,3435,3459,47,357,스위스,"스위스,프랑스,벨기에",M&M 인터내셔널
39,위너 2022 콘서트 더 서클 더 무비,2023-01-25,73506200,0.001,73506200,3354,3354,31,190,한국,한국,씨제이 씨지브이(CJ CGV)(주)
40,가가린,2022-12-22,33189287,0,81548374,3344,8291,24,467,프랑스,프랑스,(주)엣나인필름
41,원피스 필름 레드,2022-11-30,32990224,0,2093248592,2938,195641,18,235,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
41,패닉 런,2023-01-04,29707495,0,33469495,2938,3356,53,451,미국,미국,주식회사 원더스튜디오
43,"열여덟, 어른이 되는 나이",2023-01-25,25685997,0,25685997,2902,2902,34,219,한국,한국,필름다빈
44,코르사주,2022-12-21,24924798,0,90088596,2849,9602,31,363,프랑스,프랑스,"그린나래미디어(주),(주)플레이그램"
45,이태석,2022-12-29,19508197,0,48349396,2598,5706,88,481,한국,한국,"THE 픽쳐스,주식회사 블루필름웍스"
46,새비지 맨,2023-01-26,18485694,0,18485694,2306,2306,50,79,미국,미국,주식회사 디에스이이디
47,크레이지 컴페티션,2022-12-28,21148796,0,55262194,2239,5931,37,430,스페인,스페인,"(주)영화사 진진,주식회사 왓챠"
48,400번의 구타,2016-04-13,19681996,0,33875796,2133,4415,33,220,프랑스,프랑스,"(주)엣나인필름,㈜영화사 백두대간"
49,10일간의 애인,2023-01-12,21160996,0,21160996,2118,2118,50,115,한국,한국,(주)그노스
50,강남좀비,2023-01-05,21215695,0,21215695,2096,2096,51,335,한국,한국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹"
51,쥴 앤 짐,1997-01-04,17791690,0,37726690,1883,5192,33,215,프랑스,프랑스,"(주)엣나인필름,㈜영화사 백두대간"
52,드라이브 마이 카,2021-12-23,18517890,0,761528756,1869,81809,15,168,일본,일본,(주)트리플픽쳐스
52,코코,2018-01-11,20771300,0,27744060740,1869,3514983,6,47,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
54,헤어질 결심,2022-06-29,17282100,0,19659573689,1814,1895768,5,151,한국,한국,(주)씨제이이엔엠
55,양자경의 더 모든 날 모든 순간,2022-11-23,17224988,0,308241359,1634,28959,6,104,미국,미국,워터홀컴퍼니(주)
56,처음 꽃향기를 만난 순간,2023-01-04,16860395,0,17442395,1622,1719,32,380,대만,대만,오드
57,애프터썬,2023-02-01,16946900,0,16946900,1556,1556,2,13,영국,영국,"그린나래미디어(주),(주)영화사 안다미로"
58,러브레터,1999-11-20,15002476,0,1141544317,1504,141147,11,184,일본,일본,"주식회사 왓챠,와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트"
59,바빌론,2023-02-01,20049000,0,20049000,1497,1497,13,14,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
60,라 트라비아타,,42137800,0,42137800,1438,1438,15,81,독일,독일,
61,겨울왕국 2,2019-11-21,15809000,0,114826230450,1348,13749140,6,36,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
62,프로메어,2022-10-20,14186571,0,225651780,1344,20387,4,60,일본,일본,(주)영화사 그램
63,나는 마을 방과후 교사입니다,2023-01-11,12774099,0,12774099,1314,1314,23,248,한국,한국,(주)스튜디오그레인풀
64,울브스 오브 워,2023-01-26,12086100,0,12086100,1210,1210,50,75,영국,영국,(주)누리픽쳐스
65,너의 이름은.,2017-01-04,9228472,0,30658690389,1197,3797426,5,90,일본,일본,플러스엠 엔터테인먼트
66,주토피아,2016-02-17,13428600,0,37109486342,1194,4707352,7,53,미국,미국,월트디즈니컴퍼니코리아(주)
67,아르코 라이브 뮤지컬 호프,2021-03-03,21860000,0,116006000,1093,5818,5,43,한국,한국,(주)아이디어랩
68,프레이 포 더 데블,2022-12-07,10675000,0,718299477,1068,71270,3,10,미국,미국,(주)올스타엔터테인먼트
69,겨울왕국,2014-01-16,11804800,0,82533111880,1043,10304101,6,38,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
70,인사이드 아웃,2015-07-09,10980600,0,38035675536,1035,4970770,5,48,미국,미국,월트디즈니컴퍼니코리아(주)
71,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,6874000,0,8370741924,982,837647,2,6,일본,일본,(주)씨제이이엔엠
72,EBS친구들 씽씽 댄스파티,2022-09-20,5796000,0,26351000,956,4349,4,23,한국,한국,(주)에픽캔
73,뿌까의 짜장면파티,2022-07-04,5553000,0,148784500,925,24666,4,24,한국,한국,(주)에픽캔
74,겨울 이야기,2023-01-18,5081399,0,6755399,897,1083,22,190,한국,한국,"와이드 릴리즈(주),시네마 뉴원"
75,뮤지컬 배니싱,2023-01-03,17419500,0,17419500,871,871,5,43,한국,한국,씨제이 씨지브이(CJ CGV)(주)
76,다음 소희,2023-02-08,7560000,0,7560000,840,840,4,4,한국,한국,트윈플러스파트너스(주)
77,벤데타: 복수의 시간,2023-01-20,7300000,0,7300000,836,836,50,50,캐나다,캐나다,(주)무비다이브
78,극장판 주술회전 0,2022-02-17,8738578,0,6611496830,829,662928,2,36,일본,일본,(주)대교 미디어콘텐츠사업본부
79,뮤지컬 번지점프를 하다,2023-01-02,16439500,0,16439500,822,822,5,43,한국,한국,씨제이 씨지브이(CJ CGV)(주)
80,로보카폴리 안전교실 교통편,2022-09-19,4752000,0,32342000,792,5389,3,5,한국,한국,(주)로이비쥬얼
81,어메이징 모리스,2023-02-15,7110000,0,7110000,790,790,6,6,독일,독일,(주)블루라벨픽쳐스
82,ARKO LIVE 뮤지컬 시데레우스,2021-02-11,15579500,0,62838000,779,3937,5,45,한국,한국,(주)아이디어랩
83,데시벨,2022-11-16,6463000,0,8852632146,772,901426,5,19,한국,한국,(주)마인드마크
84,카사블랑카,1999-04-03,1526000,0,68804952,753,21542,1,16,미국,미국,워너브러더스 코리아(주)
85,더 메뉴,2022-12-07,8706000,0,329386200,749,32109,2,35,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
86,프렌치 디스패치,2021-11-18,5389486,0,1005872316,697,94044,17,17,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
87,새를 사랑한 화가,2023-01-25,6381799,0,6381799,694,694,16,92,프랑스,프랑스,찬란
88,성스러운 거미,2023-02-08,6228000,0,8001000,692,860,3,4,덴마크,"덴마크,독일,스웨덴,프랑스",판씨네마(주)
89,라 비 앙 로즈,2007-11-21,6023900,0,781727695,685,117672,13,89,프랑스,"프랑스,영국,체코","(주)영화사 안다미로,(주)블룸즈베리리소시스리미티드,(주)프라임엔터테인먼트"
90,폭풍의 언덕,,1366000,0,20621500,678,10030,1,16,미국,미국,
91,단순한 열정,2023-02-01,5255000,0,5940000,649,719,1,3,프랑스,프랑스,(주)영화사 진진
92,만날때는 언제나 타인,,1298000,0,6766000,644,3368,1,16,미국,미국,
93,멍뭉이,2023-03-01,7680000,0,7680000,640,640,1,3,한국,한국,(주)키다리스튜디오
94,빌리 아일리시: 라이브 앳 디 오투 (확장판),2023-01-27,15497500,0,15497500,620,620,33,33,미국,미국,씨제이포디플렉스 주식회사
95,라스트필름,2022-12-29,3150500,0,7738200,596,1040,15,160,한국,한국,영화배급협동조합 씨네소파
96,애프터 양,2022-06-01,4767000,0,394525300,588,40821,3,31,미국,미국,"(주)영화특별시에스엠씨,주식회사 왓챠"
97,업,2009-07-29,6369000,0,7550961100,581,1033607,5,29,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
98,매복,2023-01-12,3300000,0,3300000,548,548,21,34,미국,미국,(주)케이티알파
99,영호작전,,1096000,0,3608000,543,1799,1,16,미국,미국,
100,남태평양,1971-08-07,1058000,0,22340924,529,12472,1,8,미국,미국,
101,영국 로열 발레: 다이아몬드 기념 공연,,16082100,0,16082100,518,518,19,77,영국,영국,
102,"2021 스웨그 에이지 : 외쳐, 조선!",2021-05-13,10079500,0,44816400,504,4119,5,40,한국,한국,(주)위즈온센
103,줄리어스 시저,,1000000,0,9376000,500,4571,1,12,미국,미국,
103,형제는 용감하였다,,1005000,0,10084000,500,5017,1,16,미국,미국,
105,모아나,2017-01-12,4486600,0,18066570407,466,2311485,6,13,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
106,왕자와 무희,,948000,0,10023000,464,4840,1,12,미국,"미국,영국",
107,코만치 영역,,920000,0,920000,460,460,1,12,미국,미국,
108,압꾸정,2022-11-30,4421000,0,5727172661,442,608639,2,2,한국,한국,(주)쇼박스
109,이마 베프,2023-02-01,4157500,0,4157500,427,427,1,9,프랑스,프랑스,(주)무비다이브
110,보와니의 분기점,,848000,0,3683000,424,1623,1,12,미국,미국,
111,오만과 편견,,827000,0,11964000,411,5887,1,16,미국,미국,
112,희망의 요소,2022-12-29,3254000,0,4533000,407,565,6,78,한국,한국,필름다빈
113,하나 그리고 둘,2000-10-28,3863000,0,94777100,406,10191,1,13,대만,"대만,일본",(주)리틀빅픽쳐스
114,그린 나이트,2021-08-05,2716000,0,269316180,388,29059,1,1,미국,미국,(주)팝엔터테인먼트
115,뮤지컬 <미아 파밀리아>,2022-11-02,7659000,0,33279000,383,1664,5,42,한국,한국,주식회사 홍컴퍼니
116,세레나데,,744000,0,4106000,372,2038,1,9,미국,미국,
117,소울,2021-01-20,3453700,0,19038368880,334,2048562,4,10,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
118,엔칸토: 마법의 세계,2021-11-24,3848300,0,5990000600,326,631934,5,12,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
119,로코와 그의 형제들,,631000,0,4630000,313,1805,1,9,이탈리아,"이탈리아,프랑스",
120,수라,2023-06-21,2613000,0,6335000,311,792,1,2,한국,한국,"스튜디오두마,미디어나무(주),스튜디오 에이드"
121,투란도트,,8105500,0,8105500,285,285,16,16,독일,독일,
122,코만체로스,,544000,0,10834000,272,5220,1,8,미국,미국,
122,라라랜드,2016-12-07,2776000,0,31082148508,272,3767304,2,18,미국,미국,판씨네마(주)
124,극장판 카케구루이,2023-01-16,1885694,0,1885694,267,267,5,75,일본,일본,(주)미디어캐슬
125,스트레인지 월드,2022-11-23,2587000,0,968821831,259,112910,1,1,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
126,희수,2022-12-15,1913000,0,4146500,246,531,5,53,한국,한국,영화사 정원
127,호두까기 인형,,7652100,0,37297100,243,1200,15,39,영국,영국,
128,원더풀 라이프,2001-12-09,2296000,0,186542600,235,22544,1,18,일본,일본,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간"
129,방랑자들,,454000,0,2341000,227,1168,1,6,영국,영국,
130,탑,2022-11-03,2029000,0,56403293,222,5999,5,51,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
131,이스터 선데이,2022-12-28,2022200,0,5050800,221,526,22,108,미국,미국,씨제이 씨지브이(CJ CGV)(주)
132,별 볼일 없는 인생,2023-01-12,2034000,0,2034000,220,220,7,37,한국,한국,(주)이놀미디어
133,나이아가라,,434000,0,18570000,217,9017,1,12,미국,미국,
134,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 패션뷰티부문,,3210000,0,3210000,214,214,1,1,한국,한국,
134,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 요리부문,,3210000,0,3210000,214,214,1,1,한국,한국,
134,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 공연부문,,3210000,0,3210000,214,214,1,1,한국,한국,
137,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 방송부문,,3078000,0,3078000,210,210,1,1,한국,한국,
137,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 영화부문,,3078000,0,3078000,210,210,1,1,한국,한국,
137,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 음악부문,,3078000,0,3078000,210,210,1,1,한국,한국,
137,존 웨인의 진주만,,420000,0,9438000,210,4464,1,8,미국,미국,
141,같은 속옷을 입는 두 여자,2022-11-10,1850500,0,76725892,209,8482,2,24,한국,한국,찬란
142,창밖은 겨울,2022-11-24,1291000,0,56783992,208,7255,7,68,한국,한국,(주)영화사 진진
143,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,1596799,0,1091443249,204,130212,1,2,일본,일본,"동우에이앤이(주),(주)박수엔터테인먼트"
144,사랑해 사랑해,,1427000,0,1721000,203,262,1,2,프랑스,프랑스,
144,스팔타카스,1974-01-23,406000,0,10865000,203,5468,1,4,미국,미국,
146,날씨의 아이,2019-10-30,1488313,0,6080057923,198,737860,5,52,일본,일본,"플러스엠 엔터테인먼트,(주)미디어캐슬,워터홀컴퍼니(주)"
147,지구 최후의 밤,2019-07-25,2661000,0,63104580,194,7496,1,3,중국,중국,찬란
147,"그 겨울, 나는",2022-11-30,1728000,0,46412793,194,6114,5,58,한국,한국,(주)더쿱디스트리뷰션
149,마이 맨 갓프리,,386000,0,630000,193,315,1,4,미국,미국,
150,블랙 팬서: 와칸다 포에버,2022-11-09,1896099,0,22204965504,190,2105831,1,4,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
151,고령가 소년 살인사건,2017-11-23,2258000,0,140700500,189,10998,1,6,대만,대만,(주)리틀빅픽쳐스
152,무법지대,,362000,0,5504000,181,2726,1,8,미국,미국,
153,머슴바울,2022-11-24,1734000,0,28713600,180,2921,2,42,한국,한국,"(주)드림팩트엔터테인먼트,기독교대한감리회"
154,방탄소년단: 옛 투 컴 인 시네마,2023-02-01,3740000,0,3740000,170,170,1,1,한국,한국,"씨제이포디플렉스 주식회사,씨제이 씨지브이(CJ CGV)(주)"
155,공포분자,2020-09-17,1647000,0,46999630,165,6033,1,9,기타,기타,(주)에이썸엔터테인먼트
156,트루 마더스,2023-01-01,1126600,0,1951600,160,215,5,71,일본,일본,(주)미디어캐슬
156,2022 스토리업 선정작 시사회,,3360000,0,3360000,160,160,1,1,한국,한국,
158,자니 기타,,895000,0,14836000,157,6637,1,5,미국,미국,
159,녹색광선,,1629500,0,56444200,156,6387,1,4,프랑스,프랑스,(주)영화사 안다미로
160,뮬란,1998-07-17,1660100,0,9535100,152,1189,6,10,미국,미국,
161,트윈,2023-02-08,1661000,0,1661000,151,151,1,1,핀란드,핀란드,(주)스튜디오디에이치엘
162,극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,2022-12-01,750000,0,54361179,150,6621,5,15,일본,일본,트윈플러스파트너스(주)
163,오데트,,1049000,0,1775000,146,252,1,2,덴마크,덴마크,
