■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2023-08-11,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2023-01-01~2023-06-30   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,"매출액
점유율",누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
440,선생님의 애완동물,,914000,0,1402000,457,701,1,12,미국,미국,,,,코미디,조지 시튼,"클라크 게이블,도리스 데이,마미 반 도렌"
442,그린 나이트,2021-08-05,3379500,0,269979680,456,29127,1,3,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"어드벤처,드라마,판타지",데이빗 로워리,"데브 파텔,알리시아 비칸데르,조엘 에저튼,사리타 초우드리,랄프 아인슨,케이트 디키,숀 해리스"
443,내 여자친구의 남자친구,,4314500,0,35332900,451,3730,1,24,프랑스,프랑스,,(주)영화사 안다미로,12세이상관람가,코미디,에릭 로메르,"엠마뉴엘 샤울렛,프랑수아-에릭 장드롱"
443,별의 목소리 X 초속5센티미터,,3179793,0,15474783,451,1813,5,102,일본,일본,,(주)미디어캐슬,12세이상관람가,애니메이션,신카이 마코토,
445,명탐정 필립,,892000,0,4362000,446,1656,1,12,미국,미국,,,,"범죄,미스터리",하워드 혹스,"험프리 보가트,로렌 바콜"
446,분홍신,,890000,0,9093000,445,3998,1,12,영국,영국,,,,드라마,마이클 파웰,"안톤 월브룩,마리우스 고링,모이라 시어러"
447,압꾸정,2022-11-30,4421000,0,5727172661,442,608639,2,2,한국,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,"코미디,드라마",임진순,"마동석,도희원,정경호,오나라,최병모,오연서,류승수,임형준,나광훈,길해연,차우진,김찬형,한보름,김서연,남미정,박지훈,장명진,조용근,정지소,진선규,김숙,오희준,이재성,송진희,최형욱"
448,잃어버린 순간,,880000,0,2454000,440,1227,1,12,미국,미국,,,,드라마,,수잔 헤이워드
448,희망의 요소,2022-12-29,3513000,0,4792000,440,598,6,92,한국,한국,화목한영화사,필름다빈,12세이상관람가,멜로/로맨스,이원영,"이승훈,김명준,박서은,임영우,임정은,이원영"
450,극장판 극주부도,2023-06-16,2910280,0,2910280,433,433,5,82,일본,일본,,(주)미디어캐슬,12세이상관람가,코미디,루토 토이치로,"타마키 히로시,카와구치 하루나,시손 쥰"
451,2퍼센트,2023-04-27,2792000,0,2792000,426,426,8,58,한국,한국,엠에스케이컨텐츠,시네마 뉴원,12세이상관람가,드라마,문신구,"허지나,남명렬,서유담,황건,배연경,엄혜수,서수찬,권병길"
452,보와니의 분기점,,848000,0,3683000,424,1623,1,12,미국,미국,메트로-골드윈-마이어,,,"드라마,어드벤처",조지 쿠커,
453,감쪽같은 그녀,2019-12-04,2268000,0,3599615790,422,470189,2,4,한국,한국,(주)지오필름,플러스엠 엔터테인먼트,전체관람가,드라마,허인무,"나문희,김수안,천우희,최수영,연제욱,정유진,고규필,임한빈,강보경,심완준,최정윤,진선미,임현성,이용이,이미영,박서진,김서영,권소현,송지안,유지연,연송하,김지유,박지원,허재호,정예진,최경미,남윤주,차승호,박신혜,김미우,현소라,유채은,주혜지,김지원,김재철,서예선,서은진,이현옥,송민석,송원종,송채원,박인성,문현옥,이현지"
454,극장판 피노키오 위대한 모험,2023-07-13,3762000,0,3762000,418,418,1,2,헝가리,헝가리,,"와이드 릴리즈(주),(주)태양미디어그룹",전체관람가,"애니메이션,어드벤처",바실리 로벤스키,"폴리 쇼어,존 헤더,톰 케니"
454,이장,2020-03-25,1616000,0,44060040,418,5739,1,73,한국,한국,㈜인디스토리,㈜인디스토리,12세이상관람가,"드라마,가족,코미디,판타지",정승오,"장리우,곽민규,공민정,윤금선아,이선희,강민준,송희준,유순웅,강선숙,윤부진,엄태화,임호준,이영석,송유현"
456,미니버 부인,,830000,0,3234000,415,1612,1,12,,,,,,,,
457,영원한 봄,,4130000,0,4130000,413,413,1,3,캐나다,캐나다,,,,애니메이션,,
458,오만과 편견,,827000,0,11964000,411,5887,1,16,미국,미국,,,12세이상관람가,"드라마,뮤지컬",로버트 Z. 레너드,"로렌스 올리비에,그리어 가슨"
459,전장이여 영원히,,828000,0,5135000,409,2615,1,12,미국,미국,,,,"드라마,전쟁",필 칼슨,"제프리 헌터,데이비드 잰슨"
460,물망초,,807000,0,13205000,401,5913,1,12,한국,한국,,,,드라마,최훈,"최은희,윤정희"
461,라탈랑트,,3730000,0,5961000,398,761,2,41,프랑스,프랑스,고몽 프랑코 필름 얼버트,,,"드라마,멜로/로맨스",장 비고,"미셸 시몽,디타 파를로"
461,마이 맨 갓프리,,796000,0,1040000,398,520,1,12,미국,미국,,,,"코미디,멜로/로맨스",그레고리 라 카바,"윌리엄 파웰,캐롤 롬바드"
461,밥만 잘 사주는 이상한 이사님 극장판,2023-04-12,5968000,0,5968000,398,398,18,108,한국,한국,헤븐리 주식회사,헤븐리 주식회사,15세이상관람가,"드라마,멜로/로맨스",양경희,"박정우,유성,박영운"
464,밀회,,786000,0,10724000,393,5235,1,12,영국,영국,,,,"멜로/로맨스,드라마",데이빗 린,"셀리아 존슨,트레버 하워드"
465,플립,2017-07-12,3781500,0,2860542130,391,359394,11,72,미국,미국,,(주)팝엔터테인먼트,12세이상관람가,"드라마,멜로/로맨스",롭 라이너,"매들린 캐롤,캘런 맥오리피"
466,걸한트,,780000,0,2446000,390,1223,1,15,미국,미국,,,,"코미디,멜로/로맨스",리처드 소프,스티브 맥퀸
467,회색 양복을 입은 사나이,,778000,0,3322000,389,1375,1,9,미국,미국,,,,"드라마,전쟁",누날리 존슨,"그레고리 펙,제니퍼 존스"
468,오케스트라의 소녀,,789000,0,9734000,388,4843,1,16,미국,미국,,,,코미디,헨리 코스터,"디나 더빈,아돌프 멘주"
469,타오르는 여인의 초상,2020-01-16,2818000,0,1333602036,386,158484,1,7,프랑스,프랑스,,"그린나래미디어(주),(주)홈초이스",15세이상관람가,드라마,셀린 시아마,"아델 에넬,노에미 멜랑"
470,앤티 맘,,768000,0,1756000,384,878,1,9,미국,미국,,,,가족,모튼 다코스타,"로사린드 러셀,포레스트 터커"
471,뮤지컬 <미아 파밀리아>,2022-11-02,7659000,0,33279000,383,1664,5,42,한국,한국,주식회사 홍컴퍼니,주식회사 홍컴퍼니,12세이상관람가,"뮤지컬,공연",장우성,
472,레 미제라블,2021-04-15,2611000,0,91479340,373,11244,1,1,프랑스,프랑스,,(주)영화사 진진,15세이상관람가,드라마,,
472,연평해전,2015-06-24,2640000,0,45572665830,373,6045726,1,6,한국,한국,(주)로제타시네마,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,김학순,"김무열,김율호,진구,이현우,이완,이청아,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일,김희정,한창현,장의수,한이진,천지유"
474,세레나데,,744000,0,4106000,372,2038,1,9,미국,미국,워너 브러더스 픽쳐스,,,드라마,안소니 만,"마리오 란자,사라 몬티엘,조안 폰테인,마리오 란자,Leonora Amar"
475,스크림6,2023-05-24,4049300,0,4049300,370,370,19,133,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,공포(호러),맷 베티넬리-올핀,"제나 오르테가,멜리사 바레라"
476,마담 프루스트의 비밀정원,2014-07-24,4297500,0,1280113362,369,163217,1,5,프랑스,프랑스,,찬란,전체관람가,드라마,실뱅 쇼메,"귀욤 고익스,앤 르 니"
477,엔칸토: 마법의 세계,2021-11-24,4312300,0,5990464600,365,631973,5,15,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"바이론 하워드,자레드 부시,채리스 카스트로 스미스","스테파니 비트리즈,마리아 세실리아 보테로,윌머 발더라마,아다사,다이앤 게레로,마우로 카스틸로,앤지 세페다,제시카 대로우,렌지 펠리즈,캐롤리나 가이탄"
477,존 웨인의 진주만,,730000,0,9748000,365,4619,1,17,미국,미국,,,,"전쟁,드라마",조지 와그너,"존 웨인,패트리샤 닐"
479,몬테크리스토,2019-11-14,4218200,0,31471200,362,2539,12,92,한국,한국,(주)비프로,(주)비프로,12세이상관람가,"뮤지컬,공연",이동원,
480,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,2506500,0,1599725599,361,172526,7,43,한국,한국,(주)퍼니플럭스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,정길훈,"김서영,이윤희,김은아,전해리,이지현,양정화,홍범기,엄상현,이현,이명호"
481,더 파더,2021-04-07,2561500,0,407955000,360,48601,1,3,영국,영국,,판씨네마(주),12세이상관람가,드라마,플로리안 젤러,"안소니 홉킨스,올리비아 콜맨,마크 게티스,올리비아 윌리엄스,이모겐 푸츠,루퍼스 스웰"
481,사랑의 스잔나,1976-08-12,725000,0,15267000,360,7523,1,12,한국,"한국,홍콩",동아흥행㈜,,12세이상관람가,"드라마,멜로/로맨스","김정용,송존수","이승룡,진추하"
483,살룸의 하이에나,2023-04-20,2125000,0,2125000,359,359,5,45,프랑스,프랑스,,씨네라인월드(주),15세이상관람가,"액션,공포(호러),드라마",쟝 뤽 에르뷜로,"얀 가엘,로저 살라,에블린 이릴 유헨"
484,맹진사댁 경사,,712000,0,9390000,356,4716,1,9,한국,한국,,,,코미디,이용민,
484,보 이즈 어프레이드,2023-07-05,3204000,0,3204000,356,356,2,2,미국,미국,,(주)스튜디오디에이치엘,청소년관람불가,"어드벤처,공포(호러)",아리 에스터,호아킨 피닉스
486,탑,2022-11-03,3164000,0,57538293,354,6131,5,92,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",15세이상관람가,드라마,홍상수,"권해효,이혜영,송선미,조윤희,박미소,신석호"
487,사랑의 결단,,704000,0,3002000,352,1501,1,12,미국,미국,메트로-골드윈-마이어,,,드라마,테이 가넷,"그리어 가슨,그레고리 펙,도날드 크리스프,라이오넬 배리모어,프레스톤 포스터"
488,원더,2017-12-27,2832000,0,2064389729,349,271562,1,3,미국,미국,,"CGV아트하우스,그린나래미디어(주)",전체관람가,드라마,스티븐 크보스키,"줄리아 로버츠,오웬 윌슨,제이콥 트렘블레이"
489,마리아 칼라스: 세기의 디바,2019-07-11,3980300,0,210028880,347,28451,12,95,프랑스,프랑스,,(주)영화사 진진,전체관람가,다큐멘터리,톰 볼프,마리아 칼라스
489,블랙 팬서: 와칸다 포에버,2022-11-09,3554294,0,22206623699,347,2105988,10,68,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,드라마",라이언 쿠글러,"레티티아 라이트,루피타 뇽오,다네이 거라이라,마틴 프리먼,다니엘 칼루야,안젤라 바셋,윈스턴 듀크,테노치 우에르타 메히아"
491,불안은 영혼을 잠식한다,1997-11-22,2538000,0,7996000,346,1143,1,4,독일,독일,,,18세 미만인 자는 관람할 수 없는 등급,드라마,라이너 베르너 파스빈더,"브리기테 미라,엘 하디 벤 살렘"
492,미드나잇 스완,2023-06-01,2744315,0,2744315,343,343,10,106,일본,일본,,(주)미디어캐슬,15세이상관람가,드라마,우치다 에이지,쿠사나기 츠요시
493,매스,2022-05-18,2359000,0,90493300,337,9823,1,1,미국,미국,,오드,12세이상관람가,드라마,프란 크랜즈,"앤 도드,마샤 플림튼,제이슨 아이삭스,리드 버니"
493,메탈리카: 72 시즌스,2023-04-13,8425000,0,8425000,337,337,17,17,미국,미국,,씨제이포디플렉스 주식회사,12세이상관람가,공연,팀 색센티,
495,자마,2021-08-26,2352000,0,27086050,336,3329,1,1,아르헨티나,아르헨티나,,M&M 인터내셔널,15세이상관람가,드라마,루크레시아 마르텔,"다니엘 지멘네즈 카초,메디우스 나치터가엘"
496,베르나데트의 노래,,666000,0,8570000,333,3981,1,9,미국,미국,,,,드라마,헨리 킹,"제니퍼 존스,찰스 빅포드"
497,로제타,2019-05-23,3084000,0,43959950,330,5741,2,31,프랑스,"프랑스,벨기에",,찬란,15세이상관람가,드라마,"장 피에르 다르덴,뤽 다르덴","에밀리 드켄,파브리지오 롱기온,앤 에르노스"
498,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,2880123,0,1022486113,328,134366,5,40,일본,일본,,(주)박수엔터테인먼트,전체관람가,애니메이션,쿄고쿠 타카히코,"토쿠이 소라,파일,쿠보 유리카,이이다 리호,쿠스다 아이나,난죠 요시노,미모리 스즈코,우치다 아야,닛타 에미"
499,뉘른베르크의 재판,,651000,0,3938000,326,1726,1,9,미국,미국,,,,전쟁,스탠리 크래이머,"버트 랭커스터,리차드 위드마크,스펜서 트레이시"
500,비밀의 언덕,2023-07-12,2916000,0,4348000,324,503,2,2,한국,한국,오스프링 필름,(주)엣나인필름,전체관람가,기타,이지은,"문승아,임선우,장선,강길우,장재희,이동찬"
501,큐어,2022-07-06,3099000,0,265119969,321,25446,2,29,일본,일본,,M&M 인터내셔널,15세관람가,공포(호러),구로사와 기요시,"나카가와 안나,하기와라 마사토,야쿠쇼 코지"
502,금지된 관계,2023-06-15,1600000,0,1600000,320,320,5,16,브라질,브라질,,주식회사 풍경소리,청소년관람불가,"멜로/로맨스,드라마",,
503,희수,2022-12-15,2497000,0,4730500,319,604,5,68,한국,한국,영화사 정원,영화사 정원,12세이상관람가,드라마,감정원,공민정
504,우리들의 낙원,,642000,0,5416000,316,2479,1,9,미국,미국,,,,"코미디,멜로/로맨스",프랭크 카프라,"진 아서,라이오넬 배리모어"
505,메데아,,8212900,0,8212900,315,315,7,24,미국,미국,,,,공연,,
506,로코와 그의 형제들,,631000,0,4630000,313,1805,1,9,이탈리아,"이탈리아,프랑스",,,,"범죄,드라마",루치노 비스콘티,"알랑 드롱,애니 지라르도,레나토 살바토리"
507,나이아가라,,713000,0,18849000,309,9109,1,18,미국,미국,,,15세관람가,"드라마,기타,스릴러",헨리 해서웨이,"마릴린 몬로,조셉 코튼,진 피터스"
508,류이치 사카모토: 에이싱크,,3216000,0,12844200,305,1529,2,13,일본,일본,,주식회사 씨네룩스,전체관람가,다큐멘터리,스티븐 쉬블,사카모토 류이치
508,박서방,1960-10-05,615000,0,16965500,305,8228,1,24,한국,한국,,,12세이상관람가,"가족,드라마",강대진,"김진규,김혜정,황정순,엄앵란,윤정란"
510,인생은 아름다워,2022-09-28,2012000,0,10900050019,304,1171906,1,3,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,뮤지컬,최국희,"류승룡,염정아,박세완,옹성우,심달기,정현정,하현상,김다인,유순웅,이세령,김민체,조승연,조수지,변진수,문정대,박경근,김호준,정영섭,박경찬,황정윤,한이진,김영준,남성호,이희규,김진아,전무송,박영규,김혜옥,신신애,김종수,고창석,염혜란,김선영,류현경"
511,손,2023-06-21,2940555,0,2940555,301,301,10,74,한국,한국,(주)알투디투스튜디오,(주)이놀미디어,15세이상관람가,"공포(호러),코미디",최윤호,"이재원,박상욱"
511,시맨틱 에러: 더 무비,2022-08-31,4324000,0,660381000,301,59615,1,2,한국,한국,주식회사 왓챠,주식회사 왓챠,12세이상관람가,멜로/로맨스,김수정,"박서함,박재찬,송지오,김노진,김원기,최수견,차재훈,김건희,김진성,정준교,허이진,박준환,이진성,경수빈,신민선,한태희,기현우,손범서,한태경,우주명,이혜민,문해민,김정민,석유진,이정혁,조성진,정주원,송명호"
513,극장판 도라에몽: 진구와 하늘의 유토피아,2023-07-08,2086000,0,2086000,298,298,2,2,일본,일본,,씨제이 씨지브이(CJ CGV)(주),전체관람가,애니메이션,,"윤아영,김정아,이현주,조현정,최낙윤"
514,마당을 나온 암탉,2011-07-28,2211897,0,14687655397,297,2204870,7,38,한국,한국,"(주)오돌또기 ,(주)명필름",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,오성윤,"문소리,박철민,최민식,유승호,홍윤정,김한솔,김상현"
515,블라스트: 폭탄제거반,2023-03-16,1800000,0,1800000,296,296,5,18,프랑스,프랑스,,주식회사 풍경소리,12세이상관람가,"액션,스릴러",,"노라 아르네제더,피에르 키위트"
516,항거:유관순 이야기,2019-02-27,2517900,0,9293982001,294,1158248,44,104,한국,한국,(주)디씨지플러스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,조민호,"고아성,김새벽,김예은,정하담,류경수,최무성,하성광,류성민,권현진,김경록,김남진,박지원,박찬우,배향,김명,신영주,신하준,신현진,오상무,임한빈,김은희,최미라,장민영,최성윤,김현호,정효정,이성원,김정원,조아라,이수연,김신영,율찬,강시후,김연정,강왕수,고병택,김지성,공정현,권다솜,김영은,이영석,김아송,정소영,나누리,노승범,정교,진호은,윤상돈,채송화,윤예솔,정하담,심태영,이형원,이효린,최일순,임영혜,임유정,임윤진,박한마,임자혜,송용기,하진,오지영"
